"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00094822","2010","42.19325","-89.093348","221.0","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","       3.6","W","    533.7","","     533.7","0","       121","0","        64","0","         7","0","       80","","        13","0","        11","0","       128","0","        69","0","       159","0","        13","0","       174"," ","        22"," ","        43"," ","  -23.3","0,0110, ","   229"," ,0,0110,+","   145"," ,0,1204, "," 119.4"," ,0,0723, ","   33.9","0,0524, ","-1.1","0,1022","-2.2","0,1029","-5.6","0,1106","-7.8","0,1125","-15.0","0,1205","0.0","0,0509","-3.3","0,0409","-6.7","0,0326","-6.7","0,0326","-10.0","0,0226","    3576.0","0","","","","","    3576.0","0","","","","","","","","","","","","","","","","","","","","","    943.2"," ,0","     1120"," ,0","     10.12","0","     15.58","0","      4.66","0","","","       230","X","       260","X","","","","","      19.7","X","      25.9","X","",""
"USW00094822","2011","42.19325","-89.093348","221.0","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","       3.8","W","    552.1","","     552.1","X","       128","X","        66","X","         7","X","       45","","         8","X","         7","X","       127","X","        44","X","       138","X","        27","X","       145"," ","        12"," ","        40"," ","  -28.9","X,0210, ","   483"," ,X,0206,+","   277"," ,X,0201, ","  99.8"," ,X,0926, ","   37.8","X,0720,+","-1.1","X,1028","-2.2","X,1031","-4.4","X,1116","-10.6","X,1209","-10.6","X,1209","-1.1","X,0504","-2.2","X,0421","-5.0","X,0331","-6.7","X,0327","-9.4","X,0212","    3667.0","0","","","","","    3667.0","X","","","","","","","","","","","","","","","","","","","","","    992.7"," ,X","      871"," ,X","     10.07","X","     15.20","X","      4.93","X","","","       310","X","       310","X","","","","","      24.6","X","      30.8","X","",""
"USW00094822","2012","42.19325","-89.093348","221.0","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","       3.8","X","    663.5","","     663.5","X","       105","X","        56","X","         2","X","       28","","         7","X","         2","X","       121","X","        26","X","       162","X","        49","X","        71"," ","        19"," ","        39"," ","  -17.8","X,0120,+","   178"," ,X,0122,+","   130"," ,X,0120, ","  57.4"," ,X,0415, ","   40.6","X,0707, ","-0.6","X,0924","-2.2","X,1027","-4.4","X,1105","-6.7","X,1113","-11.7","X,1127","0.0","X,0427","-2.8","X,0411","-8.3","X,0305","-8.3","X,0305","-10.6","X,0226","    3002.9","9","","","","","    3002.9","X","","","","","","","","","","","","","","","","","","","","","    594.3"," ,X","      629"," ,X","     11.71","X","     17.69","X","      5.73","X","","","       260","X","       340","X","","","","","      20.6","X","      28.6","X","",""
"USW00094822","2013","42.19325","-89.093348","221.0","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","       3.8","W","    477.3","","     477.3","W","       128","W","        75","W","         9","W","       63","","        20","W","        10","W","       154","W","        65","W","       148","W","        15","W","       104"," ","         5"," ","         8"," ","  -23.8","W,1224, ","   381"," ,W,0306, ","   244"," ,W,0305, ","  77.7"," ,W,0417, ","   35.6","W,0910,+","-1.0","W,1021","-3.2","W,1022","-4.9","W,1025","-7.7","W,1112","-11.0","W,1123","0.0","W,0421","-6.0","W,0403","-6.0","W,0403","-9.4","X,0322","-9.4","X,0322","    3693.0","0","","","","","    3693.0","W","","","","","","","","","","","","","","","","","","","","","   1031.0"," ,W","     1452"," ,W","      8.77","W","     14.22","W","      3.32","W","","","        20","W","       220","W","","","","","      19.2","W","      24.6","W","",""
"USW00094822","2014","42.19325","-89.093348","221.0","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","       4.1","W","    389.1","","     389.1","W","       123","W","        67","W","         6","W","       76","","        13","W","        28","W","       142","W","        77","W","       137","W","         2","W","       115"," ","         9"," ","         6"," ","  -29.3","W,0211, ","   330"," ,W,0218,+","   117"," ,W,0301, ","  56.9"," ,W,0821, ","   32.8","W,0531, ","-0.5","W,1019","-2.7","W,1101","-5.5","W,1113","-8.2","W,1114","-9.9","W,1115","-2.7","W,0416","-2.7","W,0416","-4.9","W,0415","-10.5","W,0326","-10.5","W,0326","    4291.7","7","","","","","    4291.7","W","","","","","","","","","","","","","","","","","","","","","    851.6"," ,W","     1067"," ,W","      7.81","W","     13.21","W","      2.40","W","","","       290","W","       300","W","","","","","      17.9","W","      25.0","W","",""
"USW00094822","2015","42.19325","-89.093348","221.0","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","       4.0","W","    446.4","","     446.4","W","       109","W","        71","W","         9","W","       64","","        12","W","        21","W","       121","W","        50","W","       157","W","        13","W","       176"," ","        18"," ","        40"," ","  -26.6","W,0228, ","   300"," ,W,0206,+","   267"," ,W,0201, ","  72.9"," ,W,0818, ","   33.3","W,0815, ","-2.1","W,1017","-2.7","W,1108","-11.0","W,1121","-11.0","W,1121","-11.0","W,1121","0.0","W,0426","-3.2","W,0404","-8.8","W,0328","-8.8","W,0328","-20.5","W,0306","    3900.0","0","","","","","    3900.0","W","","","","","","","","","","","","","","","","","","","","","   1017.8"," ,W","     1168"," ,W","      9.88","W","     15.31","W","      4.45","W","","","        20","W","       330","W","","","","","      23.3","W","      29.5","W","",""
"USW00094822","2016","42.19325","-89.093348","221.0","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","       3.9","W","    595.0","","     595.0","W","       123","W","        67","W","        11","W","       51","","         8","W","        10","W","       115","W","        45","W","       164","W","        11","W","       170"," ","        14"," ","        63"," ","  -24.9","W,1219, ","   230"," ,W,1220,+","   135"," ,W,1204, ","  41.7"," ,W,0723, ","   34.4","W,0724,+","0.0","W,1111","-3.8","W,1112","-6.6","W,1120","-7.1","W,1121","-9.3","W,1208","-0.5","W,0515","-2.7","W,0412","-6.0","W,0409","-7.7","W,0304","-11.6","W,0302","    3103.6","6","","","","","    3103.6","W","","","","","","","","","","","","","","","","","","","","","    894.0"," ,W","      667"," ,W","     11.06","W","     16.19","W","      5.92","W","","","       260","W","       270","W","","","","","      18.3","W","      27.3","W","",""
"USW00094822","2017","42.19325","-89.093348","221.0","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","       4.0","W","    443.9","","     443.9","W","       125","W","        71","W","        11","W","       12","","         4","W","         7","W","       117","W","        33","W","       161","W","        16","W","       164"," ","        22"," ","        59"," ","  -22.7","W,1227, ","   100"," ,W,0314, ","    91"," ,W,0313, "," 104.4"," ,W,0628, ","   34.4","W,0612,+","-1.6","W,1029","-3.8","W,1107","-5.5","W,1108","-7.1","W,1109","-9.9","W,1110","-0.5","W,0407","-4.9","W,0322","-4.9","W,0322","-9.9","W,0316","-9.9","W,0316","    3061.3","3","","","","","    3061.3","W","","","","","","","","","","","","","","","","","","","","","   1135.6"," ,W","      278"," ,W","     10.65","W","     16.09","W","      5.20","W","","","       290","W","       290","W","","","","","      18.3","W","      25.9","W","",""
"USW00094822","2018","42.19325","-89.093348","221.0","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","       3.7","W","    517.4","","     517.4","W","       132","W","        82","W","        16","W","       42","","        16","W","        13","W","       161","W","        43","W","       148","W","        15","W","       206"," ","        21"," ","        55"," ","  -26.6","W,0106, ","   360"," ,W,0211, ","   297"," ,W,1125, ","  65.8"," ,W,0615, ","   36.1","W,0527, ","-1.6","W,1013","-3.2","W,1020","-5.5","W,1021","-7.1","W,1109","-9.9","W,1114","-2.7","W,0429","-2.7","W,0429","-8.2","W,0408","-8.2","W,0408","-11.0","W,0218","    3713.3","3","","","","","    3713.3","W","","","","","","","","","","","","","","","","","","","","","   1260.7"," ,W","     1184"," ,W","      9.27","W","     14.52","W","      4.02","W","","","       330","W","","","","","","","      18.3","W","","","",""
"USW00094822","2019","42.19325","-89.093348","221.0","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","       3.9","W","    501.5","","     501.5","W","       149","W","        97","W","        13","W","       54","","        18","W","        13","W","       145","W","        60","W","       143","W","        17","W","       201"," ","        15"," ","        65"," ","  -34.9","W,0131, ","   430"," ,W,0201,+","   107"," ,W,0123, ","  74.2"," ,W,0912, ","   36.1","W,0720, ","0.0","W,1012","-6.6","W,1031","-6.6","W,1031","-7.1","W,1101","-9.9","W,1108","-2.1","W,0428","-4.3","W,0415","-5.5","W,0331","-9.9","W,0307","-9.9","W,0307","    3868.5","5","","","","","    3868.5","W","","","","","","","","","","","","","","","","","","","","","   1256.0"," ,W","     1334"," ,W","      9.28","W","     14.36","W","      4.20","W","","","        10","W","        20","W","","","","","      20.1","W","      28.2","W","",""
"USW00094822","2020","42.19325","-89.093348","221.0","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","       3.9","W","    562.5","","     562.5","W","       111","W","        66","W","         8","W","       39","","        11","W","         2","W","       124","W","        23","W","       148","W","        23","W","       140"," ","         8"," ","        42"," ","  -23.2","W,0214, ","   180"," ,W,0125, ","   145"," ,W,1229, ","  52.3"," ,W,0908, ","   35.0","W,0827,+","-1.0","W,1016","-3.2","W,1028","-6.0","W,1102","-7.1","W,1201","-13.2","W,1224","-1.6","W,0509","-4.9","W,0416","-4.9","W,0416","-11.0","W,0229","-11.0","W,0229","    3445.4","4","","","","","    3445.4","W","","","","","","","","","","","","","","","","","","","","","    879.6"," ,W","      819"," ,W","     10.78","W","     16.23","W","      5.34","W","","","       220","W","       240","W","","","","","      17.0","W","      32.2","W","",""
"USW00094822","2021","42.19325","-89.093348","221.0","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","       3.6","W","    675.0","","     675.0","W","       113","W","        60","W","         2","W","       64","","        13","W","        11","W","       125","W","        35","W","       163","W","        35","W","       136"," ","         9"," ","        39"," ","  -24.3","W,0217, ","   430"," ,W,0216, ","   140"," ,W,0130, ","  64.0"," ,W,0809, ","   37.2","W,0611, ","-0.5","W,1023","-3.2","W,1102","-5.5","W,1103","-7.7","W,1119","-9.9","W,1126","0.0","W,0422","-6.0","W,0402","-6.0","W,0402","-9.3","W,0302","-9.3","W,0302","    3372.3","3","","","","","    3372.3","W","","","","","","","","","","","","","","","","","","","","","    615.2"," ,W","      766"," ,W","     11.13","W","     16.71","W","      5.55","W","","","       220","W","       190","W","","","","","      20.1","W","      28.2","W","",""
"USW00094822","2022","42.19325","-89.093348","221.0","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","       3.8","W","    523.0","","     523.0","W","       116","W","        59","W","         8","W","       48","","        10","W","        10","W","       140","W","        55","W","       149","W","        20","W","       146"," ","        13"," ","        38"," ","  -27.7","W,0126, ","   130"," ,W,0104,+","   109"," ,W,0101, "," 113.3"," ,W,0911, ","   37.8","W,0621, ","-1.0","W,1008","-3.2","W,1020","-5.5","W,1113","-10.5","W,1119","-10.5","W,1119","-0.5","W,0427","-5.5","W,0417","-5.5","W,0417","-13.2","W,0312","-13.2","W,0312","    3428.7","7","","","","","    3428.7","W","","","","","","","","","","","","","","","","","","","","","   1003.5"," ,W","      631"," ,W","      9.57","W","     15.29","W","      3.85","W","","","       210","W","       200","W","","","","","      21.5","W","      36.2","W","",""
"USW00094822","2023","42.19325","-89.093348","221.0","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","       3.3","W","    430.9","","     430.9","W","       109","W","        67","W","         5","W","       33","","         9","W","         3","W","       125","W","        24","W","       157","W","        13","W","       166"," ","        16"," ","        36"," ","  -23.8","W,0131, ","   200"," ,W,0129, ","   173"," ,W,0309, ","  68.8"," ,W,1013, ","   36.1","W,0824,+","-0.5","W,1010","-4.3","W,1030","-6.6","W,1101","-8.2","W,1125","-11.0","W,1128","0.0","W,0427","-3.8","W,0426","-9.3","W,0319","-9.3","W,0319","-9.3","W,0319","    3392.1","1","","","","","    3392.1","W","","","","","","","","","","","","","","","","","","","","","    824.8"," ,W","      872"," ,W","     10.72","W","     16.32","W","      5.12","W","","","       310","W","       320","W","","","","","      21.9","W","      28.6","W","",""
"USW00094822","2024","42.19325","-89.093348","221.0","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","       3.5","W","    513.6","","     513.6","W","       109","W","        64","W","         8","W","       29","","         7","W","         7","W","       112","W","        26","W","       178","W","        18","W","       165"," ","        15"," ","        48"," ","  -26.6","W,0115, ","   250"," ,W,0114,+","   178"," ,W,0112, ","  58.9"," ,W,0713, ","   36.7","W,0827, ","-1.0","W,1016","-2.7","W,1017","-4.9","W,1126","-9.3","W,1129","-9.3","W,1129","-1.0","W,0425","-3.2","W,0421","-5.5","W,0323","-10.5","W,0229","-10.5","W,0229","    2990.8","8","","","","","    2990.8","W","","","","","","","","","","","","","","","","","","","","","    902.6"," ,W","      640"," ,W","     11.59","W","     17.39","W","      5.79","W","","","       300","W","       320","W","","","","","      20.6","W","      28.6","W","",""
"USW00094822","2025","42.19325","-89.093348","221.0","ROCKFORD GREATER ROCKFORD AIRPORT, IL US","","","","","","","","","","","","","","","","","","","","","","","","","","","        30"," ","         2"," ","         6"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
